XMLType,DigitalCollectionsURLs,UMDM,UMAM,SharestreamURLs,Identifier,FileName,DurationMasters,DurationDerivatives,DigitizationNotes,DigitizedByDept,DigitizedByPers,DateDigitized,PlaybackDevice,AnalogInterface,DigitizationSoftware,Title,AlternateTitle,Creator,CreatorType,Contributor,ContributorType,Provider/Publisher,Provider/Publisher Type,Description/Summary,FedoraCollection,Accession,Series,Subseries,Box,Item,ArchivalCollection,CopyrightHolder,Rights,RepositoryBrowse,DateAttribute,DateCreated,OriginalBroadcastDate,Century,RecordingNotes,Mono/Stereo,TrackFormat,Frequency,MediaType,FormType,Form,Format,Dimensions,PlaybackSpeed,Continent,Country,Region/State,Settlement/City,PreservationNote/PhysicalNote,QANotes,Finished,Language,TopicalSubject,GeographicalSubject,CorpSubject,PersonalSubject
UMAM,,,,,MAD 085,scpa-023181-0003,00:29:35,00:29:35,,,,,,,,,,,,,,,,,,,,,,,,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMAM,,,,,MAD 085,scpa-023181-0004,00:29:38,00:29:38,,,,,,,,,,,,,,,,,,,,,,,,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 086,,,,,,,,,,,"Madrigal Singers,Peabody , May 1961",Peabody Madrigal Singers,,,Madrigal Singers,corpName,University of Maryland,corpName,No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",circa,1961-05,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,beginning cut off; hiss; parts of the recording are hot and distorted,yes,,,,,
UMAM,,,,,MAD 086,scpa-023182-0001,00:51:32,00:51:32,,George Blood Audio Video,,2013-09-25,Studer B67MKII,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,stereo,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 087,,,,,,,,,,,"Madrigal Singers, ""Songs of Christmas,"" WBAL, December 1961",Madrigal Singers Song of Christmas WBAL 1961,,,Madrigal Singers,corpName,University of Maryland,corpName,No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",circa,1961-12,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,hiss; hum,yes,,,,,
UMAM,,,,,MAD 087,scpa-023183-0001,00:27:56,00:27:56,,George Blood Audio Video,,2013-09-25,Ampex ATR-102,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,stereo,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 088,,,,,,,,,,,"Madrigal Singers, Christmas Concert, December 1961",Christmas 1961,,,Madrigal Singers,corpName,University of Maryland,corpName,No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",circa,1961-12,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,hiss,yes,,,,,
UMAM,,,,,MAD 088,scpa-023184-0001,00:22:28,00:22:28,,George Blood Audio Video,,2013-09-25,Studer B67,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,mono,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 089,,,,,,,,,,,"Madrigal Singers, January 1962",Madrigal Singers Recorded #7 Ampex,,,Madrigal Singers,corpName,University of Maryland,corpName,No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",circa,1962-01,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,hiss; hum; numerous pops from microphone adjustments and recorder being turned on and off; reduced blank section from 00:02:25 - 00:03:03 to 30 seconds; in derivatives,yes,,,,,
UMAM,,,,,MAD 089,scpa-023185-0001,00:30:18,00:30:18,,George Blood Audio Video,,2013-09-25,Studer A-80RCMKII,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,mono,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 090,,,,,,,,,,,"Madrigal Singers, National Gallery rehearsal, January 2, 1962","Madrigal Singers - National Gallery Rehearsal Jan. 2., 1962",,,Madrigal Singers,corpName,University of Maryland,corpName,No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",,1962-01-02,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,District of Columbia,Washington,,,yes,,,,,
UMAM,,,,,MAD 090,scpa-023186-0001,00:51:28,00:51:28,,George Blood Audio Video,,2013-09-25,Ampex ATR-102,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,stereo,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 091,,,,,,,,,,,"Madrigal Singers, Christmas Concerts recording compilation, February 1962",Madrigal Singers Christmas Concert made for recordings,,,Madrigal Singers,corpName,University of Maryland,corpName,No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",circa,1962-02,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,,yes,,,,,
UMAM,,,,,MAD 091,scpa-023187-0001,00:24:03,00:24:03,,George Blood Audio Video,,2013-09-25,Studer B67,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,stereo,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 092,,,,,,,,,,,"Madrigal Singers, ""Christmas Around in World,"" part 1 of 4, WBAL, December 10, 1960",Christmas Around in World Part 1 of 4 WBAL,,,Madrigal Singers,corpName,University of Maryland,corpName,Some notes included. No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",,1960-12-10,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,"beginning cut off; hiss; test tone from 00:08:24 - 00:08:31; interstitial errors at 00:18:09, 00:19:15, and 00:19:42; end cut off",yes,,,,,
UMAM,,,,,MAD 092,scpa-023188-0001,00:31:32,00:31:32,,George Blood Audio Video,,2013-09-25,Studer B67MKII,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,stereo,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 093,,,,,,,,,,,"Madrigal Singers, ""Christmas Around in World,"" part 2 of 4, WBAL, December 10, 1960",Christmas Around in World Part 2 of 4 WBAL,,,Madrigal Singers,corpName,University of Maryland,corpName,Some notes included. No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",,1960-12-10,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,hiss; distortion; end cut off,yes,,,,,
UMAM,,,,,MAD 093,scpa-023189-0001,00:31:23,00:31:23,,George Blood Audio Video,,2013-09-25,Studer B67,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,stereo,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 094,,,,,,,,,,,"Madrigal Singers, ""Christmas Around in World,"" part 3 of 4, WBAL, December 10, 1960",Christmas Around in World Part 3 of 4 WBAL,,,Madrigal Singers,corpName,University of Maryland,corpName,Some notes included. No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",,1960-12-10,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,hiss; distortion; numerous pops from recorder being turned off and on; end cut off,yes,,,,,
UMAM,,,,,MAD 094,scpa-023190-0001,00:33:58,00:33:58,,George Blood Audio Video,,2013-09-25,Studer B67MKII,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,mono,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 095,,,,,,,,,,,"Madrigal Singers, ""Christmas Around in World,"" part 4 of 4, WBAL, December 10, 1960",Christmas Around in World Part 4 of 4 WBAL,,,Madrigal Singers,corpName,University of Maryland,corpName,Some notes included. No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",,1960-12-10,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,hiss; drop outs; interstitial errors at 00:07:21 and 00:07:59,yes,,,,,
UMAM,,,,,MAD 095,scpa-023191-0001,00:09:50,00:09:50,,George Blood Audio Video,,2013-09-25,Studer A-80RCMKII,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,stereo,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 096,,,,,,,,,,,"Madrigal Singers, Maryland Arts Council, part 1 of 3, May 4, 1962",Madrigal Singers - M. Arts Council Part 1 of 3,,,Madrigal Singers,corpName,University of Maryland,corpName,Program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",,1962-05-04,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,hiss,yes,,,,,
UMAM,,,,,MAD 096,scpa-023192-0001,00:36:55,00:36:55,,George Blood Audio Video,,2013-09-25,Ampex ATR-102,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,stereo,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 097,,,,,,,,,,,"Madrigal Singers, Maryland Arts Council, part 2 of 3, May 4, 1962",Madrigal Singers - M. Arts Council Part 2 of 3,,,Madrigal Singers,corpName,University of Maryland,corpName,"Program attached to Part 1, MAD 096.",Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",,1962-05-04,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,hiss,yes,,,,,
UMAM,,,,,MAD 097,scpa-023193-0001,00:17:25,00:17:25,,George Blood Audio Video,,2013-09-25,Studer A-80RCMKII,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,stereo,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 098,,,,,,,,,,,"Madrigal Singers, Maryland Arts Council, part 3 of 3, May 4, 1962",Madrigal Singers - M. Arts Council Part 3 of 3,,,Madrigal Singers,corpName,University of Maryland,corpName,"Program attached to Part 1, MAD 096.",Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",,1962-05-04,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,hiss,yes,,,,,
UMAM,,,,,MAD 098,scpa-023194-0001,00:28:53,00:28:53,,George Blood Audio Video,,2013-09-25,Studer B67,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,stereo,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 099,,,,,,,,,,,"Madrigal Singers, Beruit Concert at American University, part 1 of 4, undated",Beirut Concert: American University Part 1 of 4,,,Madrigal Singers,corpName,University of Maryland,corpName,No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",,undated,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Lebanon,Beirut,Wavefiles created by Ken Dahlin May 2004. ,hiss; distortion; reduced blank section from 00:01:52 - 00:02:30 to 30 seconds in derivatives,yes,,,,,
UMAM,,,,,MAD 099,scpa-023195-0001,00:30:48,00:30:48,,George Blood Audio Video,,2013-09-25,Studer B67MKII,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,stereo,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 100,,,,,,,,,,,"Madrigal Singers, Beruit Concert at American University, part 2 of 4, undated",Beirut Concert: American University Part 2 of 4,,,Madrigal Singers,corpName,University of Maryland,corpName,Some notes included. No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",,undated,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Lebanon,Beirut,Wavefiles created by Ken Dahlin May 2004. ,hiss,yes,,,,,
UMAM,,,,,MAD 100,scpa-023196-0001,00:35:34,00:35:34,,George Blood Audio Video,,2013-09-25,Ampex ATR-102,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,stereo,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 101,,,,,,,,,,,"Madrigal Singers, Beruit Concert at American University, part 3 of 4, undated",Beirut Concert: American University Part 3 of 4,,,Madrigal Singers,corpName,University of Maryland,corpName,Some notes included. No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",,undated,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Lebanon,Beirut,Wavefiles created by Ken Dahlin May 2004. ,hiss; distortion due to oversaturation on tape,yes,,,,,
UMAM,,,,,MAD 101,scpa-023197-0001,00:21:46,00:21:46,,George Blood Audio Video,,2013-09-25,Studer A-80RCMKII,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,stereo,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 102,,,,,,,,,,,"Madrigal Singers, Beruit Concert at American University, part 4 of 4, undated",Beirut Concert: American University Part 4 of 4,,,Madrigal Singers,corpName,University of Maryland,corpName,Some notes included. No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",,undated,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Lebanon,Beirut,Wavefiles created by Ken Dahlin May 2004. ,hiss,yes,,,,,
UMAM,,,,,MAD 102,scpa-023198-0001,00:18:41,00:18:41,,George Blood Audio Video,,2013-09-25,Studer B67,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,stereo,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 103,,,,,,,,,,,"Madrigal Singers, Christmas, edited for WRC, December 17, 1963",Christmas (edited) WRC,,,Madrigal Singers,corpName,University of Maryland,corpName,No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",,1963-12-17,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,Tape identified by Ken Dahlin in 2006 as a priority for transfer. - Vin 1/4/2008,"hiss; buzz; three-second test tones at 00:00:07, 00:02:01, 00:03:41, 00:06:47, 00:08:48, 00:10:51, 00:14:50, 00:22:22, 00:24:21, and 00:27:23",yes,,,,,
UMAM,,,,,MAD 103,scpa-023199-0001,00:31:15,00:31:15,,George Blood Audio Video,,2013-09-25,Studer B67MKII,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,mono,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 104,,,,,,,,,,,"Madrigal Singers, ""Songs of Christmas,"" WBAL, December 1963",Madrigal Singers - Song of Xmas WBAL Performance,,,Madrigal Singers,corpName,University of Maryland,corpName,No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",circa,1963-12,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,Tape identified by Ken Dahlin in 2006 as a priority for transfer. - Vin 1/4/2008,hiss,yes,,,,,
UMAM,,,,,MAD 104,scpa-023200-0001,00:21:20,00:21:20,,George Blood Audio Video,,2013-09-25,Ampex ATR-102,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,mono,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 105,,,,,,,,,,,"Madrigal Singers, ""Songs of Christmas,"" WBAL, December 1963",Madrigal Singers Song of Christmas Good Tape,,,Madrigal Singers,corpName,University of Maryland,corpName,No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",circa,1963-12,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,Tape identified by Ken Dahlin in 2006 as a priority for transfer. - Vin 1/4/2008,hiss; stereo recording with audio on left channel only; numerous interstitial errors between 00:13:50 - 00:14:00,yes,,,,,
UMAM,,,,,MAD 105,scpa-023201-0001,00:27:46,00:27:46,,George Blood Audio Video,,2013-09-25,Studer B67,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,mono,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 106,,,,,,,,,,,"Madrigal Singers, NBC ""Voices of Christmas,"" December 1963",Madrigal Singers NBC Voices of Christmas,,,Madrigal Singers,corpName,University of Maryland,corpName,Program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",circa,1963-12,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,Tape identified by Ken Dahlin in 2006 as a priority for transfer. - Vin 1/4/2008,hiss; stereo recording with audio on left channel only; starts with music and immediately cuts into radio program; Madrigals program begins at 00:02:50,yes,,,,,
UMAM,,,,,MAD 106,scpa-023202-0001,00:25:29,00:25:29,,George Blood Audio Video,,2013-09-25,Studer A-80RCMKII,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,stereo,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 107,,,,,,,,,,,"Madrigal Singers, return tour, June 1963",Madrigal Singers Return Tour,,,Madrigal Singers,corpName,University of Maryland,corpName,No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",circa,1963-06,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,CD created April 2004 by Ken Dahlin,hiss,yes,,,,,
UMAM,,,,,MAD 107,scpa-023203-0001,00:29:23,00:29:23,,George Blood Audio Video,,2013-09-25,Ampex ATR-102,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,stereo,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 108,,,,,,,,,,,"Madrigal Singers, ""Songs of Christmas,"" master tape, part 4, November 1963","Madrigal Singers - Master Tape ""Song of Christmas"" Reel #4",,,Madrigal Singers,corpName,University of Maryland,corpName,No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",circa,1963-11,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,Tape identified by Ken Dahlin in 2006 as a priority for transfer. - Vin 1/4/2008,flutter at beginning; beeps from 00:01:26 - 00:01:40; hiss; low levels,yes,,,,,
UMAM,,,,,MAD 108,scpa-023204-0001,00:19:00,00:19:00,,George Blood Audio Video,,2013-09-25,Studer B67MKII,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,mono,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 109,,,,,,,,,,,"Madrigal Singers, return tour, edited tape, part 2, June 1963",Madrigal Singers Return Tour Edited Tape 2,,,Madrigal Singers,corpName,University of Maryland,corpName,No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",circa,1963-06,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,CD created April 2004 by Ken Dahlin ,hiss,yes,,,,,
UMAM,,,,,MAD 109,scpa-023205-0001,00:27:53,00:27:53,,George Blood Audio Video,,2013-09-25,Studer B67,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,stereo,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 110,,,,,,,,,,,"Madrigal Singers, return tour, June 1963",Madrigal Singers Return Tour,,,Madrigal Singers,corpName,University of Maryland,corpName,Some notes included. No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",circa,1963-06,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,CD created April 2004 by Ken Dahlin.,hiss; interstitial error at 00:00:24,yes,,,,,
UMAM,,,,,MAD 110,scpa-023206-0001,00:30:28,00:30:28,,George Blood Audio Video,,2013-09-25,Studer A-80RCMKII,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,mono,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 111,,,,,,,,,,,"Madrigal Singers, ""Songs of Christmas,"" master tape, part 2 of 2, November 1963","Madrigal Singers master tape ""Song of Christmas"" Reel #2 of 2",,,Madrigal Singers,corpName,University of Maryland,corpName,Some notes included. No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",circa,1963-11,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,Tape identified by Ken Dahlin in 2006 as a priority for transfer. - Vin 1/4/2008 ,hiss; three-second test tone at top,yes,,,,,
UMAM,,,,,MAD 111,scpa-023207-0001,00:32:03,00:32:03,,George Blood Audio Video,,2013-09-25,Studer B67MKII,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,mono,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 112,,,,,,,,,,,"Madrigal Singers, ""Songs of Christmas,"" master tape, part 1 of 2, November 1963","Madrigal Singers master tape ""Song of Christmas"" Reel #1 of 2",,,Madrigal Singers,corpName,University of Maryland,corpName,No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",circa,1963-11,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,Tape identified by Ken Dahlin in 2006 as a priority for transfer. - Vin 1/4/2008,hiss; begins as mono and changes to stereo at 00:22:30; made mono CD quality and MP3 copies,yes,,,,,
UMAM,,,,,MAD 112,scpa-023208-0001,00:31:11,00:31:11,,George Blood Audio Video,,2013-09-25,Ampex ATR-102,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,stereo,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 113,,,,,,,,,,,"Madrigal Singers, December 7, 1963",Madrigal Singers,,,Madrigal Singers,corpName,University of Maryland,corpName,Notes on back of case. No program attached.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",,1963-12-17,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,Tape identified by Ken Dahlin in 2006 as a priority for transfer. - Vin 1/4/2008. ,hiss; three-second test tone at top,yes,,,,,
UMAM,,,,,MAD 113,scpa-023209-0001,00:31:21,00:31:21,,George Blood Audio Video,,2013-09-25,Studer A-80RCMKII,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,stereo,,,,,,,,,,,,,,,,,,,,
